OBJECTID,TENCODE,ADDRESS,OWNER1,OWNER2,BLDG_CODE,BLDG_DESC,BRT_ID,GROSS_AREA,YEAR,SEASON,VL_NUM,NUMPARCELS,SQ_FT,TREES_NUM,TARGETAREA,GROUP_,GRID,CCD,CCD_PERSON,ADDR_RANGE,ZIPCODE,Shape__Area,Shape__Length
2647,3666002555,2555-61 GERMANTOWN AVE,BIBLE TABERNACLE BAPTIST, ,WB0,HSE WORSHIP ALL2STY MASON,777738000,7358,2005,Spring,VL0748NCEZ,2,1941,0,Eastern North,,264,5,Darrell L. Clarke,2559-2561 GERMANTOWN AVENUE,19133,7358.45166015625,354.00863401178
2648,8797002406,2406-08 N 09TH ST,CIZO PROPERTIES LLC, ,O50,VAC LAND RES < ACRE,371131101,2797,2011,Spring,VL1952EN,8,9424,5,Eastern North,,264,5,Darrell L. Clarke,"2406-2418 N 9TH STREET; 904-906 W BOSTON STREET",19133,2797.17065429688,255.222654779593
2649,8785002214,2214 N 03RD ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191181001,1042,2004,Spring,VL0484EN,4,9607,0,Eastern North,,279,7,Maria Quinones-Sanchez,"2208-2222 N 3RD STREET; 2207-2213 N ORIANNA STREET;
301, 307-311 W SUSQUEHANNA *",19133,1051.61755371094,155.576686215619
2650,4488001033,1033 W INDIANA AVE,MARTIN PAUL, ,SR,VAC LAND RES < ACRE,372427200,735,2012,Fall,VL2127EN,5,3904,3,Eastern North,,251,5,Darrell L. Clarke,1025-1033 W INDIANA AVENUE,19133,725.585388183594,144.894986861106
2651,6166002251,2251 N ORKNEY ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191275501,460,2016,Fall,VL3444EN_CLP,5,3362,3,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,2251-59 N ORKNEY ST,19133,458.808898925781,100.086351285967
2652,3666002801,2801 GERMANTOWN AVE,HARRY N BRENNER, ,SR,VAC LAND COMM. < ACRE,372192400,988,2010,Spring,VL1737EN,2,3082,3,Eastern North,,251,5,Darrell L. Clarke,2801-07 GERMANTOWN AVE,19133,994.432434082031,156.428295806589
2653,7568000301,301 W SUSQUEHANNA AVE,MARTIN ALVARADO, ,SR,VAC LAND IND < ACRE,191399300,1692,2004,Spring,VL0484EN,4,9607,0,Eastern North,,279,7,Maria Quinones-Sanchez,"2208-2222 N 3RD STREET; 2207-2213 N ORIANNA STREET;
301, 307-311 W SUSQUEHANNA *",19133,1652.19091796875,216.686626059216
2654,8840002343,2343 N 31ST ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,282125201,1104,2008,Spring,VL1372NC,5,4752,5,North Central,,262,5,Darrell L. Clarke,"3036-3042 W YORK STREET; 2343 N 31ST STREET",19132,1112.31774902344,169.368429200257
2655,3666002803,2803 GERMANTOWN AVE,CHARLES ALLISON, ,SR,VAC LAND RES < ACRE,372192500,903,2010,Spring,VL1737EN,2,3082,3,Eastern North,,251,5,Darrell L. Clarke,2801-07 GERMANTOWN AVE,19133,917.086669921875,153.054631685578
2656,8791002608,2608 N 06TH ST,HODO NORMAN, ,SR,VAC LAND RES < ACRE,371037900,1046,2008,Fall,VL1563EN,5,4716,4,Eastern North,,264,5,Darrell L. Clarke,2608-2616 N 6TH STREET,19133,1094.65960693359,164.893012106744
2657,6158002207,2207 N ORIANNA ST,JACOB JOSEPH,JACOB BARBARA,SR,VAC LAND RES < ACRE,191191100,556,2004,Spring,VL0484EN,4,9607,0,Eastern North,,279,7,Maria Quinones-Sanchez,"2208-2222 N 3RD STREET; 2207-2213 N ORIANNA STREET;
301, 307-311 W SUSQUEHANNA *",19133,556.371398925781,108.066603466853
2658,5010002336,2336 N LEITHGOW ST,HILDEGRAD HERSCHBERGER,W OF FRANZ,SR,VAC LAND RES < ACRE,191244500,593,2016,Fall,VL3446EN_CLP,8,5060,3,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2327-2333 N LARENCE ST; 2332-2338 N LEITHGOW ST",19133,575.367553710938,110.39355132424
2659,6828003013,3013 RIDGE AVE,HALL KERRY, ,SR,VAC LAND RES < ACRE,323047400,1005,2009,Spring,VL1645NC,11,2784,0,North Central,,262,5,Darrell L. Clarke,"2112 N 30TH STREET; 2945-2947 W DIAMOND STREET",19121,958.401062011719,157.884047309584
2660,5010002222,2222 N LEITHGOW ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,191240001,480,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,460.889343261719,101.11761014735
2661,4612002639,2639 N JESSUP ST,VELMA DAVIS, ,SR,VAC LAND RES < ACRE,371203400,896,2003,Spring,VL0098NC,3,3240,0,Eastern North,,264,5,Darrell L. Clarke,2639-2643 N JESSUP STREET,19133,887.166015625,144.144542429263
2662,5414002867,2867 N MARVINE ST,PEKTER BERNARD,JEANETTE,SR,VAC LAND RES < ACRE,372241700,1216,2012,Fall,VL2172EN,1,1200,0,Eastern North,,251,5,Darrell L. Clarke,2867 N MARVINE STREET,19133,1216.66979980469,186.710925156059
2663,3666003059,3059 GERMANTOWN AVE,MARGARET ARCHER TR FR,HOLLY ARCHER A MINOR,SR,VAC LAND COMM. < ACRE,372197000,1209,2011,Spring,VL0929MA_R,4,5851,0,Eastern North,,251,5,Darrell L. Clarke,3051-3059 GERMANTOWN AVENUE,19133,1209.88623046875,187.550102255688
2664,8791002441,2441 N 06TH ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191377701,1112,2008,Fall,VL1565EN,5,5920,2,Eastern North,,264,7,Maria Quinones-Sanchez,2439-2447 N 6TH STREET,19133,1097.98736572266,168.686046810558
2665,8836002340,2340 N 29TH ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,282004001,1072,2010,Spring,VL1800NC,3,3060,9,North Central,,262,5,Darrell L. Clarke,2336-2340 N 29TH STREET,19132,1072.81964111328,167.630579077972
2666,2752000420,420 W DAUPHIN ST,SANCHEZ MERCEDES, ,SR,VAC LAND RES < ACRE,191412500,750,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,751.0986328125,130.921910267653
2667,8838002112,2112 N 30TH ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,323260801,1063,2009,Spring,VL1645NC,11,2784,0,North Central,,262,5,Darrell L. Clarke,"2112 N 30TH STREET; 2945-2947 W DIAMOND STREET",19121,1063.27093505859,157.763788982889
2668,5010002210,2210 N LEITHGOW ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191239401,480,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,463.15478515625,101.140576870648
2669,4408000903,903 W HUNTINGDON ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,371424201,1044,2010,Spring,VL1757EN,2,2535,3,Eastern North,,264,5,Darrell L. Clarke,901-903 W HUNTINGDON STREET,19133,1063.73968505859,175.050787691497
2670,5010002212,2212 N LEITHGOW ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,191239501,480,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,470.268676757813,101.503387777388
2671,6296002923,2923 N PARK AVE,PHOENIX PROPCO LLC, ,SR,VAC LAND RES < ACRE,372279900,939,2012,Fall,VL2166EN,2,2955,3,Eastern North,,251,5,Darrell L. Clarke,"2923 N PARK AVENUE; 1318 W GLENWOOD AVENUE",19132,939.013000488281,162.094722606955
2672,6992001300,1300 W RUSH ST,5 BROTHERS LLC, ,O30,VAC LAND RES < ACRE,372354000,674,2012,Fall,VL2135EN,2,1920,0,Eastern North,,251,5,Darrell L. Clarke,"1301 W SOMERSET STREET; 1300 RUSH STREET",19132,678.254089355469,121.674412778672
2673,6166002253,2253 N ORKNEY ST,JOHN BAKER, ,SR,VAC LAND RES < ACRE,191275700,691,2016,Fall,VL3444EN_CLP,5,3362,3,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,2251-59 N ORKNEY ST,19133,692.525817871094,120.274224586654
2674,2844002801,2801 DIAMOND ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,323124601,1920,2008,Fall,VL1541NC,3,5445,6,North Central,,262,5,Darrell L. Clarke,2801-2805 DIAMOND STREET,19121,1930.13525390625,231.88828266366
2675,6174001018,1018 W ORLEANS ST,TRAN JEFFREY, ,O30,VAC LAND RES < ACRE,372400300,627,2011,Spring,VL1935EN,6,3984,3,Eastern North,,251,5,Darrell L. Clarke,1016-1026 W ORLEANS STREET,19133,653.980529785156,119.347547131208
2676,5010002232,2232 N LEITHGOW ST,CITY OF PHILA,DEPT OF PUBLC PROP,RA,VAC LAND RES < ACRE,191240501,473,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,473.545959472656,101.573270138626
2677,8791002408,2408 N 06TH ST,CARVER BLAIS INC,A PA CORP,SR,VAC LAND RES < ACRE,371032900,1440,2006,Fall,VL0943EN,7,12822,8,Eastern North,,264,5,Darrell L. Clarke,2402-2414 N 6TH STREET,19133,1452.47540283203,196.199060816281
2678,6166002301,2301 N ORKNEY ST,A RUTH PENROSE, ,V10,PRIV.GAR 1STY MASONRY,191276700,344,2005,Spring,VL0655EN,6,5667,6,Eastern North,,279,7,Maria Quinones-Sanchez,"425-435 W DAUPHIN STREET; 2301 N ORKNEY STREET",19133,344.823486328125,76.7278522371484
2679,5010002218,2218 N LEITHGOW ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,191239801,480,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,466.324951171875,101.357107690842
2680,2752003202,3202 W DAUPHIN ST, , ,SR, ,282296901,0,2003,Spring,VL0077B,11,14750,0,North Central,,262,5,Darrell L. Clarke,"3213-3227 RIDGE AVENUE; 3200-3204 W DAUPHIN STREET",19132,1152.35974121094,180.75574459036
2681,8793002423,2423 N 07TH ST,VELASQUEZ ELFRAIN, ,SR,VAC LAND RES < ACRE,371060500,1280,2009,Spring,VL1662EN,12,19235,0,Eastern North,,264,5,Darrell L. Clarke,"2409-2427 N 7TH STREET; 629-631 W YORK STREET",19133,1266.89874267578,192.193214758396
2682,2752001222,1222 W DAUPHIN ST,CORESTATES GROUP LLC, ,SR,VAC LAND RES < ACRE,371328200,954,2016,Spring,VL3241EN_CLP,6,6248,0,EASTERN NORTH - CHOICE,,264,5,Darrell L. Clarke,"1222-30 W DAUPHIN ST, 2254 CAMAC ST",19133,954.134216308594,155.90608319547
2683,7328001016,1016 W SOMERSET ST,MITCHELL MATTIE, ,S50,VAC LAND RES < ACRE,372331600,1006,2012,Fall,VL2181EN,7,6073,5,Eastern North,,251,5,Darrell L. Clarke,"2727-2731 N WARNOCK STREET; 1010-1016 W SOMERSET STREET",19133,1006.01214599609,147.504950244178
2684,8807002758,2758 N 15TH ST,LUMPKIN STEPHEN GRANT 2ND, ,SR,VAC LAND RES < ACRE,111161500,1119,2013,Spring,VL2291NC,4,4445,3,Eastern North,,251,8,Cindy Bass,"2758-2762 N 15TH STREET; 1500 GLENWOOD AVENUE",19132,1083.03967285156,169.364956210881
2685,2752000419,419 W DAUPHIN ST,MC CAIN GEORGE JR, ,SR,VAC LAND RES < ACRE,191422200,855,2016,Fall,VL0489EN_R,12,7178,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2301-2307 N LAWRENCE  ST; 2306-2312 N LEITHGOW ST; 417-423 W DAUPHIN ST",19133,852.427978515625,144.698064437278
2686,5010002216,2216 N LEITHGOW ST,PABLO SANTOS & CARMEN, ,SR,VAC LAND RES < ACRE,191239700,475,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,475.030456542969,101.912691692456
2687,8801002527,2527 N 11TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,371188301,1056,2003,Spring,VL0107NC,6,7215,0,Eastern North,,264,5,Darrell L. Clarke,2523-2533 N 11TH STREET,19133,1085.10552978516,164.560864534604
2688,1318001017,1017 W ARIZONA ST,ANTIQUE REALTY CO, ,SR,VAC LAND RES < ACRE,371352300,775,2016,Spring,VL3673NC_CLP,1,6900,0,NIH_EN,,264,5,Darrell L. Clarke,1001-1019 W ARIZONA ST,19133,775.213745117188,145.682014122385
2689,7568000311,311 W SUSQUEHANNA AVE,CITY OF PHILA, ,SR,VAC LAND IND < ACRE,191399801,1502,2004,Spring,VL0484EN,4,9607,0,Eastern North,,279,7,Maria Quinones-Sanchez,"2208-2222 N 3RD STREET; 2207-2213 N ORIANNA STREET;
301, 307-311 W SUSQUEHANNA *",19133,1502.79229736328,213.021144840155
2690,8801002614,2614 N 11TH ST,ROBERT MILTON, ,SR,VAC LAND RES < ACRE,371197000,1120,2003,Spring,VL0104NC,2,2232,0,Eastern North,,264,5,Darrell L. Clarke,2614-2616 N 11TH STREET,19133,1155.83642578125,173.425094552347
2691,8793002415,2415 N 07TH ST,JOHNSON FRANCES D, ,SR,VAC LAND RES < ACRE,371060100,1920,2009,Spring,VL1662EN,12,19235,0,Eastern North,,264,5,Darrell L. Clarke,"2409-2427 N 7TH STREET; 629-631 W YORK STREET",19133,2003.20074462891,210.385785590075
2692,2844002945,2945 DIAMOND ST,ABDUL MUSED 12345 LLC, ,S50,VAC LAND RES < ACRE,323128800,864,2009,Spring,VL1645NC,11,2784,0,North Central,,262,5,Darrell L. Clarke,"2112 N 30TH STREET; 2945-2947 W DIAMOND STREET",19121,861.80078125,138.477980715224
2693,8836002134,2134-44 N 29TH ST,THE GARDEN OF PRAYER,CHURCH OF PHILA INC,SR,VAC LAND RES < ACRE,772350000,8954,2004,Spring,VL0315NC,6,9880,9,North Central,,262,5,Darrell L. Clarke,2134-44 N 29TH STREET,19121,9169.76751708984,394.433512057655
2694,5010002226,2226 N LEITHGOW ST,MORALES MELISSA, ,SR,VAC LAND RES < ACRE,191240200,480,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,460.885131835938,101.128928476703
2695,3666002908,2908 GERMANTOWN AVE,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND COMM. < ACRE,372204101,1479,2011,Spring,VL1834EN,4,5721,2,Eastern North,,251,5,Darrell L. Clarke,"2906-2910 GERMANTOWN AVENUE; 1010 W MONMOUTH STREET",19133,1516.41015625,199.92836777275
2696,7328001326,1326 W SOMERSET ST,CURTIS THERESA, ,SR,VAC LAND COMM. < ACRE,372337100,968,2012,Fall,VL2137EN,1,1020,0,Eastern North,,251,5,Darrell L. Clarke,1326 W SOMERSET STREET,19132,1012.39611816406,154.011070966087
2697,8144002616,2616 N WARNOCK ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,371182501,874,2003,Spring,VL0100NC,2,2030,0,Eastern North,,264,5,Darrell L. Clarke,2614-2616 N WARNOCK STREET,19133,886.477722167969,147.987773206342
2698,6174001022,1022 W ORLEANS ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,372400501,630,2011,Spring,VL1935EN,6,3984,3,Eastern North,,251,5,Darrell L. Clarke,1016-1026 W ORLEANS STREET,19133,623.458129882813,117.589741095723
2699,8576000631,631 W YORK ST,HARGROVE JONES S/M, ,SR,VAC LAND RES < ACRE,371364200,1376,2009,Spring,VL1662EN,12,19235,0,Eastern North,,264,5,Darrell L. Clarke,"2409-2427 N 7TH STREET; 629-631 W YORK STREET",19133,1376.32183837891,196.600289506606
2700,5414002819,2819 N MARVINE ST,THOMAS E STERLING,BETTY,SR,VAC LAND RES < ACRE,372239300,1125,2012,Fall,VL2171EN,2,2240,0,Eastern North,,251,5,Darrell L. Clarke,2817-2819 N MARVINE STREET,19133,1146.84423828125,182.656076711291
2701,5944001108,1108 W NEVADA ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,371313651,517,2016,Spring,VL3237EN_CLP,7,5949,0,EASTERN NORTH - CHOICE,,278,5,Darrell L. Clarke,"2228-30 N 11TH ST; 1100-08 W NEVADA ST",19133,510.788208007813,98.2324455890701
2702,6296002858,2858 N PARK AVE,MILDRED M PRIMUS,DONALD ALVIN PRIMUS,O30,VAC LAND RES < ACRE,372283200,892,2012,Fall,VL2165EN,4,2925,1,Eastern North,,251,5,Darrell L. Clarke,"1326 W CAMBRIA ST; 2854-58 N PARK AVENUE",19132,875.468017578125,147.85357090002
2703,8791002416,2416 N 06TH ST,PHILA HOUSING AUTHORITY, ,N50,S/D CON.APT 3STY MASONRY,371033301,2000,2006,Fall,VL0943EN,7,12822,8,Eastern North,,264,5,Darrell L. Clarke,2402-2414 N 6TH STREET,19133,1981.90930175781,209.192279858377
2704,5010002239,2239 N LEITHGOW ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,191228601,640,2003,Spring,VL0137EN,8,7089,6,Eastern North,,279,7,Maria Quinones-Sanchez,"2232-2238 N 4TH STREET; 2233-2243 N LEITHGOW STREET",19133,647.787231445313,112.468802918598
2705,1810002336,2336 N BODINE ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,191165101,657,2005,Spring,VL0285EN,30,16020,0,Eastern North,,279,7,Maria Quinones-Sanchez,"2328-2362 N BODINE STREET; 2327-2349 N 3RD STREET",19133,655.69970703125,126.216399106489
2706,8793002417,2417 N 07TH ST,JOHNSON FRANCES D, ,SR,VAC LAND RES < ACRE,371060200,1920,2009,Spring,VL1662EN,12,19235,0,Eastern North,,264,5,Darrell L. Clarke,"2409-2427 N 7TH STREET; 629-631 W YORK STREET",19133,1891.0537109375,207.580968353781
2707,2752001230,1230 W DAUPHIN ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,371328601,945,2016,Spring,VL3241EN_CLP,6,6248,0,EASTERN NORTH - CHOICE,,264,5,Darrell L. Clarke,"1222-30 W DAUPHIN ST, 2254 CAMAC ST",19133,927.793273925781,155.396292790701
2708,6828003031,3031 RIDGE AVE,WESLEY J CARRUTH, ,SC,VAC LAND COMM. < ACRE,323048300,1620,2005,Spring,VL0707NC,3,3787,4,North Central,,262,5,Darrell L. Clarke,3031-3035 RIDGE AVENUE,19121,1642.16748046875,195.088444000145
2709,6828003009,3009 RIDGE AVE,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,323047201,1005,2009,Spring,VL1645NC,11,2784,0,North Central,,262,5,Darrell L. Clarke,"2112 N 30TH STREET; 2945-2947 W DIAMOND STREET",19121,989.851684570313,162.987342884638
2710,5010002260,2260 N LEITHGOW ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,191242101,630,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,611.9150390625,117.750640088735
2711,3744001318,1318 W GLENWOOD AVE,WASHINGTON THEODORE,CANTY LAWRENCE A,SR,VAC LAND RES < ACRE,372462700,1472,2012,Fall,VL2166EN,2,2955,3,Eastern North,,251,5,Darrell L. Clarke,"2923 N PARK AVENUE; 1318 W GLENWOOD AVENUE",19132,1472.54058837891,189.482404367859
2712,7328001341,1341 W SOMERSET ST,TRAN JERRY, ,O50,VAC LAND RES < ACRE,372349900,1116,2012,Fall,VL2139EN,6,8730,3,Eastern North,,251,5,Darrell L. Clarke,1333-1343 W SOMERSET STREET,19132,1128.11120605469,176.448633933625
2713,4488001032,1032 W INDIANA AVE,MARGO JONES, ,O30,VAC LAND RES < ACRE,372419700,852,2012,Fall,VL2128EN,1,882,0,Eastern North,,251,5,Darrell L. Clarke,1032 W INDIANA AVENUE,19133,852.473815917969,155.043738781725
2714,2844002803,2803 DIAMOND ST,JACKSON SUSAN ALICIA,STREETS DONNA MARIE,SR,VAC LAND RES < ACRE,323124700,2103,2008,Fall,VL1541NC,3,5445,6,North Central,,262,5,Darrell L. Clarke,2801-2805 DIAMOND STREET,19121,2064.60754394531,235.720984125622
2715,8797002410,2410 N 09TH ST,CIZO PROPERTIES LLC, ,SR,VAC LAND RES < ACRE,371131201,831,2011,Spring,VL1952EN,8,9424,5,Eastern North,,264,5,Darrell L. Clarke,"2406-2418 N 9TH STREET; 904-906 W BOSTON STREET",19133,810.967224121094,146.719534029396
2716,7462001007,1007 W STELLA ST,CHARLES WATTS S/M, ,SR,VAC LAND COMM. < ACRE,372410800,612,2007,Fall,VL1281EN,3,10297,0,Eastern North,,251,5,Darrell L. Clarke,"2944-2948 GERMANTOWN AVENUE; 
1001-1011 W STELLA STREET",19133,612.982849121094,116.965194912917
2717,7328001323,1323 W SOMERSET ST,OSCAR CASTLEBERRY, ,O30,VAC LAND RES < ACRE,372349000,1090,2012,Fall,VL2136EN,2,2432,2,Eastern North,,251,5,Darrell L. Clarke,1323-1325 W SOMERSET STREET,19132,1106.54577636719,172.223392265377
2718,3666003053,3053 GERMANTOWN AVE,SMITH PAUL D, ,SR,VAC LAND RES < ACRE,372196700,1145,2011,Spring,VL0929MA_R,4,5851,0,Eastern North,,251,5,Darrell L. Clarke,3051-3059 GERMANTOWN AVENUE,19133,1145.04968261719,185.196792692017
2719,8801002834,2834 N 11TH ST,CITY OF PHILADELPHIA, ,SR,VAC LAND RES < ACRE,372233500,1504,2012,Fall,VL2146EN,2,2910,1,Eastern North,,251,5,Darrell L. Clarke,2834-2836 N 11TH STREET,19133,1548.63885498047,223.898784725912
2720,4966002211,2211 N LAWRENCE ST,ADAMES ROSALIE, ,SR,VAC LAND RES < ACRE,191252200,670,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,690.483337402344,125.866206531688
2721,6166002219,2219 N ORKNEY ST,LOTSTEIN JOSEPH,FANNIE,SR,VAC LAND RES < ACRE,191273900,460,2016,Fall,VL3445EN_CLP,8,4840,4,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2216-22 N LAWRENCE ST; 2219-25 N ORKNEY ST",19133,465.26123046875,100.111168609056
2722,4966002333,2333 N LAWRENCE ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,191257001,658,2016,Fall,VL3446EN_CLP,8,5060,3,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2327-2333 N LARENCE ST; 2332-2338 N LEITHGOW ST",19133,633.763122558594,120.387295194301
2723,5010002252,2252 N LEITHGOW ST,JACOB YOST,HELEN,SR,VAC LAND RES < ACRE,191241600,480,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,489.786193847656,103.884667465508
2724,4966002213,2213 N LAWRENCE ST,RAMON ADAMES, ,SR,VAC LAND RES < ACRE,191252300,670,2016,Fall,VL0123EN_R,39,29240,2,EASTERN NORTH 2,,279,7,Maria Quinones-Sanchez,"2204-2232, 2240-2260 N LEITHGOW ST; 2209-2217, 2233-2237 N LAWRENCE ST; 412-422 W DAUPHIN ST",19133,668.108337402344,125.258651704409
2725,3666003103,3103 GERMANTOWN AVE,BULLOCK BOBBY JR, ,SR,VAC LAND COMM. < ACRE,372197530,952,2010,Spring,VL1734EN,2,2450,3,Eastern North,,251,5,Darrell L. Clarke,3101-3103 GERMANTOWN AVENUE,19133,945.312805175781,164.268885931987
2726,7462001005,1005 W STELLA ST,JOHNSON WALTER, ,SR,VAC LAND RES < ACRE,372410700,618,2007,Fall,VL1281EN,3,10297,0,Eastern North,,251,5,Darrell L. Clarke,"2944-2948 GERMANTOWN AVENUE; 
1001-1011 W STELLA STREET",19133,592.719665527344,115.92831518365
2727,5664001049,1049 W MONMOUTH ST,JULIA MAE MARSHALL, ,SR,VAC LAND RES < ACRE,372396100,632,2011,Spring,VL1933EN,5,3868,5,Eastern North,,251,5,Darrell L. Clarke,"1049-1051 W MONMOUTH STREET; 1046-1050 W ORLEANS STREET",19133,652.915283203125,119.457738098095
2728,8807002760,2760 N 15TH ST,LUMPKIN STEPHEN GRANT 2ND, ,SR,VAC LAND RES < ACRE,111161600,1088,2013,Spring,VL2291NC,4,4445,3,Eastern North,,251,8,Cindy Bass,"2758-2762 N 15TH STREET; 1500 GLENWOOD AVENUE",19132,1136.69067382813,169.437965464914
2729,8836002165,2165 N 29TH ST,RUTH WEBB WID,LEONARD L WEBB H/ SON,SR,VAC LAND RES < ACRE,323238000,986,2004,Spring,VL0321NC,2,2088,2,North Central,,262,5,Darrell L. Clarke,2163-2165 N 29TH STREET,19121,1013.35125732422,167.470534497497
2730,3666003031,3031 GERMANTOWN AVE,XM LAND DEVELOPMENTS LLC, ,SR,VAC LAND COMM. < ACRE,372195600,1521,2012,Fall,VL2178EN,2,2835,1,Eastern North,,251,5,Darrell L. Clarke,3029-3031 GERMANTOWN AVENUE,19133,1521.33380126953,219.702506817138
2731,7568000323,323 W SUSQUEHANNA AVE,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191400001,1020,2004,Spring,VL0282EN,8,7000,9,Eastern North,,279,7,Maria Quinones-Sanchez,"2206 N ORIANNA STREET; 317-327 W SUSQUEHANNA AVENUE; 2207-2209 N 4TH STREET",19133,1024.45892333984,154.104808390426
2732,3666003055,3055 GERMANTOWN AVE,JACOB SALINE S/M, ,SC,VAC LAND COMM. < ACRE,372196800,1193,2011,Spring,VL0929MA_R,4,5851,0,Eastern North,,251,5,Darrell L. Clarke,3051-3059 GERMANTOWN AVENUE,19133,1193.92407226563,187.2348042079
2733,2844002947,2947-49 DIAMOND ST,TRAN TONY, ,SR,VAC LAND RES < ACRE,323128905,1693,2009,Spring,VL1645NC,11,2784,0,North Central,,262,5,Darrell L. Clarke,"2112 N 30TH STREET; 2945-2947 W DIAMOND STREET",19121,1693.779296875,169.826347535605
